"cvegeo","anio","indicador","valor_indicador"
31033,2010,"tres_car_soc",56.6
31034,2010,"tres_car_soc",49.8
31035,2010,"tres_car_soc",51.9
31036,2010,"tres_car_soc",70.5
31037,2010,"tres_car_soc",61.3
31038,2010,"tres_car_soc",47.8
31039,2010,"tres_car_soc",30.3
31040,2010,"tres_car_soc",41.2
31041,2010,"tres_car_soc",23.2
31042,2010,"tres_car_soc",62.8
31043,2010,"tres_car_soc",57.5
31044,2010,"tres_car_soc",47.5
31045,2010,"tres_car_soc",47.1
31046,2010,"tres_car_soc",64.7
31047,2010,"tres_car_soc",59.8
31048,2010,"tres_car_soc",56
31049,2010,"tres_car_soc",96.6
31050,2010,"tres_car_soc",11.4
31051,2010,"tres_car_soc",19
31052,2010,"tres_car_soc",46
31053,2010,"tres_car_soc",49
31054,2010,"tres_car_soc",43
31055,2010,"tres_car_soc",75.2
31056,2010,"tres_car_soc",43.9
31057,2010,"tres_car_soc",49.2
31058,2010,"tres_car_soc",46.7
31059,2010,"tres_car_soc",16.4
31060,2010,"tres_car_soc",52.4
31061,2010,"tres_car_soc",20.1
31062,2010,"tres_car_soc",57.8
31063,2010,"tres_car_soc",40.5
31064,2010,"tres_car_soc",46.8
31065,2010,"tres_car_soc",12.8
31066,2010,"tres_car_soc",52.7
31067,2010,"tres_car_soc",60.3
31068,2010,"tres_car_soc",43.8
31069,2010,"tres_car_soc",78.4
31070,2010,"tres_car_soc",35.8
31071,2010,"tres_car_soc",49.6
31072,2010,"tres_car_soc",32.7
31073,2010,"tres_car_soc",86.7
31074,2010,"tres_car_soc",30.5
31075,2010,"tres_car_soc",78
31076,2010,"tres_car_soc",46.9
31077,2010,"tres_car_soc",52.7
31078,2010,"tres_car_soc",47.9
31079,2010,"tres_car_soc",49.4
31080,2010,"tres_car_soc",64
31081,2010,"tres_car_soc",80.3
31082,2010,"tres_car_soc",51.1
31083,2010,"tres_car_soc",25.8
31084,2010,"tres_car_soc",61.4
31085,2010,"tres_car_soc",54.3
31086,2010,"tres_car_soc",45
31087,2010,"tres_car_soc",60.1
31088,2010,"tres_car_soc",50.9
31089,2010,"tres_car_soc",40.5
31090,2010,"tres_car_soc",70.4
31091,2010,"tres_car_soc",59.6
31092,2010,"tres_car_soc",84.7
31093,2010,"tres_car_soc",25.6
31094,2010,"tres_car_soc",60.4
31095,2010,"tres_car_soc",30.5
31096,2010,"tres_car_soc",55.9
31097,2010,"tres_car_soc",71.2
31098,2010,"tres_car_soc",62.7
31099,2010,"tres_car_soc",81
31100,2010,"tres_car_soc",35.2
31101,2010,"tres_car_soc",27.8
31102,2010,"tres_car_soc",43.7
31103,2010,"tres_car_soc",62.7
31104,2010,"tres_car_soc",75.1
31105,2010,"tres_car_soc",39.2
31106,2010,"tres_car_soc",37.4
31001,2015,"tres_car_soc",44.1
31002,2015,"tres_car_soc",31.2
31003,2015,"tres_car_soc",53.8
31004,2015,"tres_car_soc",19.5
31005,2015,"tres_car_soc",23.7
31006,2015,"tres_car_soc",40.2
31007,2015,"tres_car_soc",25
31008,2015,"tres_car_soc",49.1
31009,2015,"tres_car_soc",30.3
31010,2015,"tres_car_soc",51.4
31011,2015,"tres_car_soc",38.7
31012,2015,"tres_car_soc",42.9
31013,2015,"tres_car_soc",18.5
31014,2015,"tres_car_soc",51.1
31015,2015,"tres_car_soc",41.5
31016,2015,"tres_car_soc",59
31017,2015,"tres_car_soc",55.6
31018,2015,"tres_car_soc",50.2
31019,2015,"tres_car_soc",74.4
31020,2015,"tres_car_soc",27.4
31021,2015,"tres_car_soc",58.6
31022,2015,"tres_car_soc",56.6
31023,2015,"tres_car_soc",25.4
31024,2015,"tres_car_soc",51.8
31025,2015,"tres_car_soc",40.1
31026,2015,"tres_car_soc",20.2
31027,2015,"tres_car_soc",20.4
31028,2015,"tres_car_soc",20.4
31029,2015,"tres_car_soc",29.7
31030,2015,"tres_car_soc",54.9
31031,2015,"tres_car_soc",38.7
31032,2015,"tres_car_soc",59.4
31033,2015,"tres_car_soc",52.9
31034,2015,"tres_car_soc",43.5
31035,2015,"tres_car_soc",42
31036,2015,"tres_car_soc",42.9
31037,2015,"tres_car_soc",43.5
31038,2015,"tres_car_soc",40.5
31039,2015,"tres_car_soc",23.3
31040,2015,"tres_car_soc",33.4
31041,2015,"tres_car_soc",24.4
31042,2015,"tres_car_soc",52.6
31043,2015,"tres_car_soc",52.8
31044,2015,"tres_car_soc",37.4
31045,2015,"tres_car_soc",31.5
31046,2015,"tres_car_soc",43.6
31047,2015,"tres_car_soc",46.3
31048,2015,"tres_car_soc",50.8
31049,2015,"tres_car_soc",55.6
31050,2015,"tres_car_soc",12.4
31051,2015,"tres_car_soc",22.3
31052,2015,"tres_car_soc",35.4
31053,2015,"tres_car_soc",49.8
31054,2015,"tres_car_soc",27.2
31055,2015,"tres_car_soc",50.7
31056,2015,"tres_car_soc",49.6
31057,2015,"tres_car_soc",43.8
31058,2015,"tres_car_soc",47.5
31059,2015,"tres_car_soc",17.6
31060,2015,"tres_car_soc",50
31061,2015,"tres_car_soc",17.3
31062,2015,"tres_car_soc",48.4
31063,2015,"tres_car_soc",25.3
31064,2015,"tres_car_soc",38.3
31065,2015,"tres_car_soc",13.5
31066,2015,"tres_car_soc",49.4
31067,2015,"tres_car_soc",39.8
31068,2015,"tres_car_soc",26.7
31069,2015,"tres_car_soc",53.8
31070,2015,"tres_car_soc",31.1
31071,2015,"tres_car_soc",48.1
31072,2015,"tres_car_soc",25.4
31073,2015,"tres_car_soc",66.7
31074,2015,"tres_car_soc",28.3
31075,2015,"tres_car_soc",57.2
31076,2015,"tres_car_soc",48.5
31077,2015,"tres_car_soc",41.7
31078,2015,"tres_car_soc",34.3
31079,2015,"tres_car_soc",41.6
31080,2015,"tres_car_soc",53.4
31081,2015,"tres_car_soc",52.9
31082,2015,"tres_car_soc",21.9
31083,2015,"tres_car_soc",18.4
31084,2015,"tres_car_soc",47.3
31085,2015,"tres_car_soc",63.9
31086,2015,"tres_car_soc",41.4
31087,2015,"tres_car_soc",41.9
31088,2015,"tres_car_soc",44.3
31089,2015,"tres_car_soc",44.2
31090,2015,"tres_car_soc",51.8
31091,2015,"tres_car_soc",50
31092,2015,"tres_car_soc",64.1
31093,2015,"tres_car_soc",24.4
31094,2015,"tres_car_soc",60.6
31095,2015,"tres_car_soc",20
31096,2015,"tres_car_soc",49
31097,2015,"tres_car_soc",60.4
31098,2015,"tres_car_soc",56.4
31099,2015,"tres_car_soc",67.1
31100,2015,"tres_car_soc",27.7
31101,2015,"tres_car_soc",24.6
31102,2015,"tres_car_soc",43.1
31103,2015,"tres_car_soc",46.2
31104,2015,"tres_car_soc",61.8
31105,2015,"tres_car_soc",19
31106,2015,"tres_car_soc",29.7
31001,2010,"car_rez_educativo",39
31002,2010,"car_rez_educativo",28.1
31003,2010,"car_rez_educativo",38.8
31004,2010,"car_rez_educativo",29.9
31005,2010,"car_rez_educativo",34.2
31006,2010,"car_rez_educativo",39.3
31007,2010,"car_rez_educativo",32.9
31008,2010,"car_rez_educativo",39.2
31009,2010,"car_rez_educativo",29.8
31010,2010,"car_rez_educativo",42.4
31011,2010,"car_rez_educativo",37.7
31012,2010,"car_rez_educativo",41.1
31013,2010,"car_rez_educativo",26.5
31014,2010,"car_rez_educativo",35.5
31015,2010,"car_rez_educativo",36.3
31016,2010,"car_rez_educativo",40
31017,2010,"car_rez_educativo",38.4
31018,2010,"car_rez_educativo",34.4
31019,2010,"car_rez_educativo",46.1
31020,2010,"car_rez_educativo",27
31021,2010,"car_rez_educativo",34.5
31022,2010,"car_rez_educativo",34.7
31023,2010,"car_rez_educativo",28.1
31024,2010,"car_rez_educativo",41
31025,2010,"car_rez_educativo",34.5
31026,2010,"car_rez_educativo",32.4
31027,2010,"car_rez_educativo",24.6
31028,2010,"car_rez_educativo",23.5
31029,2010,"car_rez_educativo",33.9
31030,2010,"car_rez_educativo",39.6
31031,2010,"car_rez_educativo",40.9
31032,2010,"car_rez_educativo",43.4
31033,2010,"car_rez_educativo",33.3
31034,2010,"car_rez_educativo",39
31035,2010,"car_rez_educativo",40.5
31036,2010,"car_rez_educativo",36.6
31037,2010,"car_rez_educativo",40.9
31038,2010,"car_rez_educativo",30.4
31039,2010,"car_rez_educativo",30.3
31040,2010,"car_rez_educativo",31.1
31041,2010,"car_rez_educativo",23.4
31042,2010,"car_rez_educativo",34.7
31043,2010,"car_rez_educativo",38.5
31044,2010,"car_rez_educativo",35.7
31045,2010,"car_rez_educativo",28
31046,2010,"car_rez_educativo",44.3
31047,2010,"car_rez_educativo",39.6
31048,2010,"car_rez_educativo",34.5
31049,2010,"car_rez_educativo",46.3
31050,2010,"car_rez_educativo",14.1
31051,2010,"car_rez_educativo",27.9
31052,2010,"car_rez_educativo",30.7
31053,2010,"car_rez_educativo",29.8
31054,2010,"car_rez_educativo",31.9
31055,2010,"car_rez_educativo",38.4
31056,2010,"car_rez_educativo",39.4
31057,2010,"car_rez_educativo",39.6
31058,2010,"car_rez_educativo",34.7
31059,2010,"car_rez_educativo",22.6
31060,2010,"car_rez_educativo",35.7
31061,2010,"car_rez_educativo",32.3
31062,2010,"car_rez_educativo",36.1
31063,2010,"car_rez_educativo",29.7
31064,2010,"car_rez_educativo",34.1
31065,2010,"car_rez_educativo",30.4
31066,2010,"car_rez_educativo",36.8
31067,2010,"car_rez_educativo",37.4
31068,2010,"car_rez_educativo",30.4
31069,2010,"car_rez_educativo",44.4
31070,2010,"car_rez_educativo",28
31071,2010,"car_rez_educativo",33.9
31072,2010,"car_rez_educativo",32.4
31073,2010,"car_rez_educativo",42.2
31074,2010,"car_rez_educativo",32.2
31075,2010,"car_rez_educativo",45.8
31076,2010,"car_rez_educativo",37.3
31077,2010,"car_rez_educativo",38.6
31078,2010,"car_rez_educativo",32.9
31079,2010,"car_rez_educativo",33.1
31080,2010,"car_rez_educativo",50.2
31081,2010,"car_rez_educativo",37.5
31082,2010,"car_rez_educativo",26.6
31083,2010,"car_rez_educativo",32.3
31084,2010,"car_rez_educativo",41.8
31085,2010,"car_rez_educativo",38.3
31086,2010,"car_rez_educativo",42
31087,2010,"car_rez_educativo",47
31088,2010,"car_rez_educativo",35.5
31089,2010,"car_rez_educativo",25.1
31090,2010,"car_rez_educativo",42.5
31091,2010,"car_rez_educativo",31.5
31092,2010,"car_rez_educativo",39.7
31093,2010,"car_rez_educativo",24
31094,2010,"car_rez_educativo",36.6
31095,2010,"car_rez_educativo",27.9
31096,2010,"car_rez_educativo",33.8
31097,2010,"car_rez_educativo",39.4
31098,2010,"car_rez_educativo",36.9
31099,2010,"car_rez_educativo",41.6
31100,2010,"car_rez_educativo",33
31101,2010,"car_rez_educativo",25.1
31102,2010,"car_rez_educativo",27.7
31103,2010,"car_rez_educativo",37.8
31104,2010,"car_rez_educativo",38.4
31105,2010,"car_rez_educativo",25.5
31106,2010,"car_rez_educativo",29.5
31001,2015,"car_rez_educativo",37.7
31002,2015,"car_rez_educativo",24.9
31003,2015,"car_rez_educativo",38.1
31004,2015,"car_rez_educativo",22.2
31005,2015,"car_rez_educativo",25.4
31006,2015,"car_rez_educativo",33.3
31007,2015,"car_rez_educativo",27.8
31008,2015,"car_rez_educativo",37.2
31009,2015,"car_rez_educativo",29.3
31010,2015,"car_rez_educativo",36.7
31011,2015,"car_rez_educativo",36.7
31012,2015,"car_rez_educativo",34.7
31013,2015,"car_rez_educativo",21
31014,2015,"car_rez_educativo",32.3
31015,2015,"car_rez_educativo",31.9
31016,2015,"car_rez_educativo",34.5
31017,2015,"car_rez_educativo",32.7
31018,2015,"car_rez_educativo",29
31019,2015,"car_rez_educativo",39.5
31020,2015,"car_rez_educativo",18.8
31021,2015,"car_rez_educativo",26.6
31022,2015,"car_rez_educativo",32.2
31023,2015,"car_rez_educativo",21.6
31024,2015,"car_rez_educativo",38.7
31025,2015,"car_rez_educativo",30
31026,2015,"car_rez_educativo",27.3
31027,2015,"car_rez_educativo",20.6
31028,2015,"car_rez_educativo",22.3
31029,2015,"car_rez_educativo",28.2
31030,2015,"car_rez_educativo",32.1
31031,2015,"car_rez_educativo",37.4
31032,2015,"car_rez_educativo",40.4
31033,2015,"car_rez_educativo",36.5
31034,2015,"car_rez_educativo",33.8
31035,2015,"car_rez_educativo",35.3
31036,2015,"car_rez_educativo",30.5
31037,2015,"car_rez_educativo",35.5
31038,2015,"car_rez_educativo",29.4
31039,2015,"car_rez_educativo",24.5
31040,2015,"car_rez_educativo",29.2
31041,2015,"car_rez_educativo",22.6
31042,2015,"car_rez_educativo",29.8
31043,2015,"car_rez_educativo",30.4
31044,2015,"car_rez_educativo",31.6
31045,2015,"car_rez_educativo",21.9
31046,2015,"car_rez_educativo",41.5
31047,2015,"car_rez_educativo",35.9
31048,2015,"car_rez_educativo",32.8
31049,2015,"car_rez_educativo",45.4
31050,2015,"car_rez_educativo",12.4
31051,2015,"car_rez_educativo",24.6
31052,2015,"car_rez_educativo",27.4
31053,2015,"car_rez_educativo",32.2
31054,2015,"car_rez_educativo",28.1
31055,2015,"car_rez_educativo",34.6
31056,2015,"car_rez_educativo",37.3
31057,2015,"car_rez_educativo",33.7
31058,2015,"car_rez_educativo",29.5
31059,2015,"car_rez_educativo",19.6
31060,2015,"car_rez_educativo",26.3
31061,2015,"car_rez_educativo",29.8
31062,2015,"car_rez_educativo",30.7
31063,2015,"car_rez_educativo",22.2
31064,2015,"car_rez_educativo",29.7
31065,2015,"car_rez_educativo",26.8
31066,2015,"car_rez_educativo",32.9
31067,2015,"car_rez_educativo",30.8
31068,2015,"car_rez_educativo",26.4
31069,2015,"car_rez_educativo",36.6
31070,2015,"car_rez_educativo",25.7
31071,2015,"car_rez_educativo",30.2
31072,2015,"car_rez_educativo",26.4
31073,2015,"car_rez_educativo",38.3
31074,2015,"car_rez_educativo",27.8
31075,2015,"car_rez_educativo",40.9
31076,2015,"car_rez_educativo",37.5
31077,2015,"car_rez_educativo",33.5
31078,2015,"car_rez_educativo",27.9
31079,2015,"car_rez_educativo",26.5
31080,2015,"car_rez_educativo",45.9
31081,2015,"car_rez_educativo",33.9
31082,2015,"car_rez_educativo",22.1
31083,2015,"car_rez_educativo",26
31084,2015,"car_rez_educativo",37
31085,2015,"car_rez_educativo",39.8
31086,2015,"car_rez_educativo",36.4
31087,2015,"car_rez_educativo",40.5
31088,2015,"car_rez_educativo",30.1
31089,2015,"car_rez_educativo",26.3
31090,2015,"car_rez_educativo",38
31091,2015,"car_rez_educativo",29.5
31092,2015,"car_rez_educativo",33.1
31093,2015,"car_rez_educativo",22.8
31094,2015,"car_rez_educativo",30.8
31095,2015,"car_rez_educativo",23.8
31096,2015,"car_rez_educativo",33.8
31097,2015,"car_rez_educativo",32.9
31098,2015,"car_rez_educativo",32.3
31099,2015,"car_rez_educativo",36.1
31100,2015,"car_rez_educativo",29
31101,2015,"car_rez_educativo",22.4
31102,2015,"car_rez_educativo",23.9
31103,2015,"car_rez_educativo",32.3
31104,2015,"car_rez_educativo",37.3
31105,2015,"car_rez_educativo",19.3
31106,2015,"car_rez_educativo",25.9
31001,2010,"car_serv_salud",48.8
31002,2010,"car_serv_salud",39.1
31003,2010,"car_serv_salud",29.8
31004,2010,"car_serv_salud",24.7
31005,2010,"car_serv_salud",6.6
31006,2010,"car_serv_salud",13.8
31007,2010,"car_serv_salud",16.3
31008,2010,"car_serv_salud",22.9
31009,2010,"car_serv_salud",20.8
31010,2010,"car_serv_salud",15
31011,2010,"car_serv_salud",34.6
31012,2010,"car_serv_salud",20.1
31013,2010,"car_serv_salud",18.5
31014,2010,"car_serv_salud",22
31015,2010,"car_serv_salud",38.7
31016,2010,"car_serv_salud",5.8
31017,2010,"car_serv_salud",19.8
31018,2010,"car_serv_salud",6.1
31019,2010,"car_serv_salud",15.8
31020,2010,"car_serv_salud",29
31021,2010,"car_serv_salud",22.6
31022,2010,"car_serv_salud",8
31023,2010,"car_serv_salud",27.3
31024,2010,"car_serv_salud",11.5
31025,2010,"car_serv_salud",11.6
31026,2010,"car_serv_salud",21.7
31027,2010,"car_serv_salud",8.5
31028,2010,"car_serv_salud",12.6
31029,2010,"car_serv_salud",8.7
31030,2010,"car_serv_salud",7.7
31031,2010,"car_serv_salud",5.6
31032,2010,"car_serv_salud",13.9
31033,2010,"car_serv_salud",28.7
31034,2010,"car_serv_salud",20.9
31035,2010,"car_serv_salud",29.1
31036,2010,"car_serv_salud",58.4
31037,2010,"car_serv_salud",36.7
31038,2010,"car_serv_salud",29.7
31039,2010,"car_serv_salud",20.3
31040,2010,"car_serv_salud",29.9
31041,2010,"car_serv_salud",21.6
31042,2010,"car_serv_salud",27
31043,2010,"car_serv_salud",25
31044,2010,"car_serv_salud",17.8
31045,2010,"car_serv_salud",37
31046,2010,"car_serv_salud",23.2
31047,2010,"car_serv_salud",11.2
31048,2010,"car_serv_salud",48.2
31049,2010,"car_serv_salud",36.1
31050,2010,"car_serv_salud",19.5
31051,2010,"car_serv_salud",11.8
31052,2010,"car_serv_salud",38.7
31053,2010,"car_serv_salud",33.2
31054,2010,"car_serv_salud",20.1
31055,2010,"car_serv_salud",36.8
31056,2010,"car_serv_salud",18.8
31057,2010,"car_serv_salud",19.3
31058,2010,"car_serv_salud",9.5
31059,2010,"car_serv_salud",22.6
31060,2010,"car_serv_salud",32.2
31061,2010,"car_serv_salud",10.1
31062,2010,"car_serv_salud",45.7
31063,2010,"car_serv_salud",13
31064,2010,"car_serv_salud",19.2
31065,2010,"car_serv_salud",7
31066,2010,"car_serv_salud",7.1
31067,2010,"car_serv_salud",32
31068,2010,"car_serv_salud",17
31069,2010,"car_serv_salud",23.8
31070,2010,"car_serv_salud",12.6
31071,2010,"car_serv_salud",15.9
31072,2010,"car_serv_salud",18.3
31073,2010,"car_serv_salud",5.3
31074,2010,"car_serv_salud",17
31075,2010,"car_serv_salud",20.2
31076,2010,"car_serv_salud",2.2
31077,2010,"car_serv_salud",31
31078,2010,"car_serv_salud",17.1
31079,2010,"car_serv_salud",11.6
31080,2010,"car_serv_salud",38.5
31081,2010,"car_serv_salud",19.3
31082,2010,"car_serv_salud",38.2
31083,2010,"car_serv_salud",23.5
31084,2010,"car_serv_salud",33.2
31085,2010,"car_serv_salud",13.7
31086,2010,"car_serv_salud",9.9
31087,2010,"car_serv_salud",27.1
31088,2010,"car_serv_salud",6.6
31089,2010,"car_serv_salud",14.6
31090,2010,"car_serv_salud",49.7
31091,2010,"car_serv_salud",20.4
31092,2010,"car_serv_salud",30.5
31093,2010,"car_serv_salud",21
31094,2010,"car_serv_salud",12.5
31095,2010,"car_serv_salud",24.7
31096,2010,"car_serv_salud",12.1
31097,2010,"car_serv_salud",24
31098,2010,"car_serv_salud",13.6
31099,2010,"car_serv_salud",14.9
31100,2010,"car_serv_salud",24.8
31101,2010,"car_serv_salud",18.6
31102,2010,"car_serv_salud",19
31103,2010,"car_serv_salud",44.7
31104,2010,"car_serv_salud",20.6
31105,2010,"car_serv_salud",35.4
31106,2010,"car_serv_salud",8.1
31001,2015,"car_serv_salud",11
31002,2015,"car_serv_salud",15.3
31003,2015,"car_serv_salud",19
31004,2015,"car_serv_salud",11.6
31005,2015,"car_serv_salud",6.3
31006,2015,"car_serv_salud",12.3
31007,2015,"car_serv_salud",15.1
31008,2015,"car_serv_salud",5
31009,2015,"car_serv_salud",10.8
31010,2015,"car_serv_salud",5.8
31011,2015,"car_serv_salud",11.4
31012,2015,"car_serv_salud",8.7
31013,2015,"car_serv_salud",14.7
31014,2015,"car_serv_salud",4.4
31015,2015,"car_serv_salud",12.7
31016,2015,"car_serv_salud",1.7
31017,2015,"car_serv_salud",4.8
31018,2015,"car_serv_salud",2.6
31019,2015,"car_serv_salud",7.3
31020,2015,"car_serv_salud",17.2
31021,2015,"car_serv_salud",5.9
31022,2015,"car_serv_salud",3.6
31023,2015,"car_serv_salud",12
31024,2015,"car_serv_salud",6.5
31025,2015,"car_serv_salud",5
31026,2015,"car_serv_salud",11.3
31027,2015,"car_serv_salud",6.6
31028,2015,"car_serv_salud",17.3
31029,2015,"car_serv_salud",6.3
31030,2015,"car_serv_salud",7.6
31031,2015,"car_serv_salud",2
31032,2015,"car_serv_salud",7.7
31033,2015,"car_serv_salud",10.3
31034,2015,"car_serv_salud",7.5
31035,2015,"car_serv_salud",18.2
31036,2015,"car_serv_salud",20.8
31037,2015,"car_serv_salud",7.5
31038,2015,"car_serv_salud",21.3
31039,2015,"car_serv_salud",10.5
31040,2015,"car_serv_salud",12
31041,2015,"car_serv_salud",16.8
31042,2015,"car_serv_salud",7.4
31043,2015,"car_serv_salud",11.9
31044,2015,"car_serv_salud",6.8
31045,2015,"car_serv_salud",12.7
31046,2015,"car_serv_salud",8.3
31047,2015,"car_serv_salud",3.6
31048,2015,"car_serv_salud",10.5
31049,2015,"car_serv_salud",9.8
31050,2015,"car_serv_salud",18.4
31051,2015,"car_serv_salud",10.5
31052,2015,"car_serv_salud",19.9
31053,2015,"car_serv_salud",15.6
31054,2015,"car_serv_salud",3.9
31055,2015,"car_serv_salud",17.4
31056,2015,"car_serv_salud",17.5
31057,2015,"car_serv_salud",5.9
31058,2015,"car_serv_salud",7.8
31059,2015,"car_serv_salud",13.1
31060,2015,"car_serv_salud",22.1
31061,2015,"car_serv_salud",5.5
31062,2015,"car_serv_salud",8.3
31063,2015,"car_serv_salud",3.3
31064,2015,"car_serv_salud",3.3
31065,2015,"car_serv_salud",3.6
31066,2015,"car_serv_salud",4.3
31067,2015,"car_serv_salud",16.8
31068,2015,"car_serv_salud",5.8
31069,2015,"car_serv_salud",9.5
31070,2015,"car_serv_salud",6
31071,2015,"car_serv_salud",3
31072,2015,"car_serv_salud",15.9
31073,2015,"car_serv_salud",2.7
31074,2015,"car_serv_salud",8.5
31075,2015,"car_serv_salud",7.1
31076,2015,"car_serv_salud",10.8
31077,2015,"car_serv_salud",13.9
31078,2015,"car_serv_salud",15.3
31079,2015,"car_serv_salud",10.1
31080,2015,"car_serv_salud",13.4
31081,2015,"car_serv_salud",7.3
31082,2015,"car_serv_salud",15.4
31083,2015,"car_serv_salud",11.6
31084,2015,"car_serv_salud",10.2
31085,2015,"car_serv_salud",8.4
31086,2015,"car_serv_salud",7.8
31087,2015,"car_serv_salud",8.2
31088,2015,"car_serv_salud",2.9
31089,2015,"car_serv_salud",10.7
31090,2015,"car_serv_salud",12.1
31091,2015,"car_serv_salud",11.2
31092,2015,"car_serv_salud",6.7
31093,2015,"car_serv_salud",16.8
31094,2015,"car_serv_salud",4.2
31095,2015,"car_serv_salud",11.2
31096,2015,"car_serv_salud",10.8
31097,2015,"car_serv_salud",8.5
31098,2015,"car_serv_salud",8.2
31099,2015,"car_serv_salud",3.5
31100,2015,"car_serv_salud",11.1
31101,2015,"car_serv_salud",12.4
31102,2015,"car_serv_salud",12.9
31103,2015,"car_serv_salud",14.9
31104,2015,"car_serv_salud",8.9
31105,2015,"car_serv_salud",11.9
31106,2015,"car_serv_salud",3.8
31001,2010,"car_seg_social",62.4
31002,2010,"car_seg_social",50.3
31003,2010,"car_seg_social",63.8
31004,2010,"car_seg_social",34.3
31005,2010,"car_seg_social",67.3
31006,2010,"car_seg_social",90.5
31007,2010,"car_seg_social",31
31008,2010,"car_seg_social",87.4
31009,2010,"car_seg_social",53.7
31010,2010,"car_seg_social",92.6
31011,2010,"car_seg_social",95.4
31012,2010,"car_seg_social",92
31013,2010,"car_seg_social",45.9
31014,2010,"car_seg_social",82.5
31015,2010,"car_seg_social",62.9
31016,2010,"car_seg_social",97.6
31017,2010,"car_seg_social",91.7
31018,2010,"car_seg_social",83.3
31019,2010,"car_seg_social",97.4
31020,2010,"car_seg_social",51.4
31021,2010,"car_seg_social",89.7
31022,2010,"car_seg_social",98.7
31023,2010,"car_seg_social",41.2
31024,2010,"car_seg_social",93.7
31025,2010,"car_seg_social",92.3
31026,2010,"car_seg_social",39.3
31027,2010,"car_seg_social",46.6
31028,2010,"car_seg_social",69.8
31029,2010,"car_seg_social",61.2
31030,2010,"car_seg_social",93.8
31031,2010,"car_seg_social",79.9
31032,2010,"car_seg_social",90.2
31033,2010,"car_seg_social",68.4
31034,2010,"car_seg_social",53.7
31035,2010,"car_seg_social",51.6
31036,2010,"car_seg_social",69.7
31037,2010,"car_seg_social",74
31038,2010,"car_seg_social",65.9
31039,2010,"car_seg_social",47.2
31040,2010,"car_seg_social",50.5
31041,2010,"car_seg_social",49.5
31042,2010,"car_seg_social",85.1
31043,2010,"car_seg_social",78.6
31044,2010,"car_seg_social",44.6
31045,2010,"car_seg_social",47.8
31046,2010,"car_seg_social",83.7
31047,2010,"car_seg_social",92.9
31048,2010,"car_seg_social",57.8
31049,2010,"car_seg_social",97.4
31050,2010,"car_seg_social",40.2
31051,2010,"car_seg_social",46.3
31052,2010,"car_seg_social",61
31053,2010,"car_seg_social",76
31054,2010,"car_seg_social",53.9
31055,2010,"car_seg_social",70.9
31056,2010,"car_seg_social",79.3
31057,2010,"car_seg_social",88.2
31058,2010,"car_seg_social",87.5
31059,2010,"car_seg_social",64.8
31060,2010,"car_seg_social",88.7
31061,2010,"car_seg_social",41.9
31062,2010,"car_seg_social",75.5
31063,2010,"car_seg_social",39.4
31064,2010,"car_seg_social",64.4
31065,2010,"car_seg_social",46.2
31066,2010,"car_seg_social",87.5
31067,2010,"car_seg_social",62
31068,2010,"car_seg_social",63
31069,2010,"car_seg_social",89.2
31070,2010,"car_seg_social",81.6
31071,2010,"car_seg_social",86.8
31072,2010,"car_seg_social",37.1
31073,2010,"car_seg_social",97.7
31074,2010,"car_seg_social",36.9
31075,2010,"car_seg_social",94
31076,2010,"car_seg_social",59.9
31077,2010,"car_seg_social",41.2
31078,2010,"car_seg_social",45.5
31079,2010,"car_seg_social",79.4
31080,2010,"car_seg_social",70.4
31081,2010,"car_seg_social",92.9
31082,2010,"car_seg_social",53.5
31083,2010,"car_seg_social",74.3
31084,2010,"car_seg_social",54.9
31085,2010,"car_seg_social",92.6
31086,2010,"car_seg_social",38.1
31087,2010,"car_seg_social",64.4
31088,2010,"car_seg_social",67.9
31089,2010,"car_seg_social",79.7
31090,2010,"car_seg_social",61.5
31091,2010,"car_seg_social",85.4
31092,2010,"car_seg_social",94.5
31093,2010,"car_seg_social",47.6
31094,2010,"car_seg_social",82.6
31095,2010,"car_seg_social",34.6
31096,2010,"car_seg_social",80.3
31097,2010,"car_seg_social",87.7
31098,2010,"car_seg_social",85
31099,2010,"car_seg_social",92.9
31100,2010,"car_seg_social",57
31101,2010,"car_seg_social",46.1
31102,2010,"car_seg_social",75.9
31103,2010,"car_seg_social",66.1
31104,2010,"car_seg_social",94.6
31105,2010,"car_seg_social",58.5
31106,2010,"car_seg_social",69.9
31001,2015,"car_seg_social",63.9
31002,2015,"car_seg_social",42.9
31003,2015,"car_seg_social",78.7
31004,2015,"car_seg_social",31
31005,2015,"car_seg_social",60
31006,2015,"car_seg_social",84.4
31007,2015,"car_seg_social",34.8
31008,2015,"car_seg_social",82.3
31009,2015,"car_seg_social",50.3
31010,2015,"car_seg_social",88.9
31011,2015,"car_seg_social",92.1
31012,2015,"car_seg_social",83.4
31013,2015,"car_seg_social",48.9
31014,2015,"car_seg_social",83.7
31015,2015,"car_seg_social",62.9
31016,2015,"car_seg_social",93.2
31017,2015,"car_seg_social",87.4
31018,2015,"car_seg_social",80.7
31019,2015,"car_seg_social",92.4
31020,2015,"car_seg_social",50.9
31021,2015,"car_seg_social",86
31022,2015,"car_seg_social",93.2
31023,2015,"car_seg_social",41.4
31024,2015,"car_seg_social",86.3
31025,2015,"car_seg_social",87.9
31026,2015,"car_seg_social",38.6
31027,2015,"car_seg_social",52.5
31028,2015,"car_seg_social",82.5
31029,2015,"car_seg_social",67.7
