"cvegeo","anio","indicador","valor_indicador"
31032,2010,"ingreso_if_lb",78.2
31033,2010,"ingreso_if_lb",69.6
31034,2010,"ingreso_if_lb",73.4
31035,2010,"ingreso_if_lb",74.7
31036,2010,"ingreso_if_lb",78.5
31037,2010,"ingreso_if_lb",80.2
31038,2010,"ingreso_if_lb",67
31039,2010,"ingreso_if_lb",63.4
31040,2010,"ingreso_if_lb",65.9
31041,2010,"ingreso_if_lb",51.1
31042,2010,"ingreso_if_lb",78.9
31043,2010,"ingreso_if_lb",81.4
31044,2010,"ingreso_if_lb",83.3
31045,2010,"ingreso_if_lb",51
31046,2010,"ingreso_if_lb",90.4
31047,2010,"ingreso_if_lb",86.8
31048,2010,"ingreso_if_lb",55.1
31049,2010,"ingreso_if_lb",93
31050,2010,"ingreso_if_lb",36.8
31051,2010,"ingreso_if_lb",43.2
31052,2010,"ingreso_if_lb",52.5
31053,2010,"ingreso_if_lb",75.6
31054,2010,"ingreso_if_lb",57.3
31055,2010,"ingreso_if_lb",81.7
31056,2010,"ingreso_if_lb",76.7
31057,2010,"ingreso_if_lb",81.2
31058,2010,"ingreso_if_lb",81.5
31059,2010,"ingreso_if_lb",53
31060,2010,"ingreso_if_lb",82.5
31061,2010,"ingreso_if_lb",53.4
31062,2010,"ingreso_if_lb",71
31063,2010,"ingreso_if_lb",58.5
31064,2010,"ingreso_if_lb",56.5
31065,2010,"ingreso_if_lb",50.9
31066,2010,"ingreso_if_lb",87.5
31067,2010,"ingreso_if_lb",71.8
31068,2010,"ingreso_if_lb",74.8
31069,2010,"ingreso_if_lb",76.7
31070,2010,"ingreso_if_lb",80.7
31071,2010,"ingreso_if_lb",70.5
31072,2010,"ingreso_if_lb",43.3
31073,2010,"ingreso_if_lb",95.9
31074,2010,"ingreso_if_lb",77
31075,2010,"ingreso_if_lb",88.8
31076,2010,"ingreso_if_lb",63.1
31077,2010,"ingreso_if_lb",84.9
31078,2010,"ingreso_if_lb",74.2
31079,2010,"ingreso_if_lb",74
31080,2010,"ingreso_if_lb",78.3
31081,2010,"ingreso_if_lb",93
31082,2010,"ingreso_if_lb",73.8
31083,2010,"ingreso_if_lb",46.5
31084,2010,"ingreso_if_lb",82
31085,2010,"ingreso_if_lb",81.7
31086,2010,"ingreso_if_lb",51.4
31087,2010,"ingreso_if_lb",76.8
31088,2010,"ingreso_if_lb",59.7
31089,2010,"ingreso_if_lb",63.4
31090,2010,"ingreso_if_lb",63.8
31091,2010,"ingreso_if_lb",61.5
31092,2010,"ingreso_if_lb",93.5
31093,2010,"ingreso_if_lb",47.7
31094,2010,"ingreso_if_lb",82
31095,2010,"ingreso_if_lb",49.1
31096,2010,"ingreso_if_lb",73.1
31097,2010,"ingreso_if_lb",86.7
31098,2010,"ingreso_if_lb",85.8
31099,2010,"ingreso_if_lb",92.2
31100,2010,"ingreso_if_lb",60.4
31101,2010,"ingreso_if_lb",53.3
31102,2010,"ingreso_if_lb",65.5
31103,2010,"ingreso_if_lb",79.5
31104,2010,"ingreso_if_lb",72.4
31105,2010,"ingreso_if_lb",70.5
31106,2010,"ingreso_if_lb",47.8
31001,2015,"ingreso_if_lb",50.7
31002,2015,"ingreso_if_lb",49.6
31003,2015,"ingreso_if_lb",65.7
31004,2015,"ingreso_if_lb",60.4
31005,2015,"ingreso_if_lb",30.3
31006,2015,"ingreso_if_lb",77.6
31007,2015,"ingreso_if_lb",68
31008,2015,"ingreso_if_lb",89.7
31009,2015,"ingreso_if_lb",64.7
31010,2015,"ingreso_if_lb",67.9
31011,2015,"ingreso_if_lb",80.5
31012,2015,"ingreso_if_lb",83.4
31013,2015,"ingreso_if_lb",33.3
31014,2015,"ingreso_if_lb",60
31015,2015,"ingreso_if_lb",74.8
31016,2015,"ingreso_if_lb",90.3
31017,2015,"ingreso_if_lb",87.5
31018,2015,"ingreso_if_lb",64.2
31019,2015,"ingreso_if_lb",79.8
31020,2015,"ingreso_if_lb",66.1
31021,2015,"ingreso_if_lb",90.1
31022,2015,"ingreso_if_lb",93.3
31023,2015,"ingreso_if_lb",61.5
31024,2015,"ingreso_if_lb",86
31025,2015,"ingreso_if_lb",84.3
31026,2015,"ingreso_if_lb",61.2
31027,2015,"ingreso_if_lb",56.3
31028,2015,"ingreso_if_lb",49.1
31029,2015,"ingreso_if_lb",78.4
31030,2015,"ingreso_if_lb",87.8
31031,2015,"ingreso_if_lb",64.1
31032,2015,"ingreso_if_lb",77.3
31033,2015,"ingreso_if_lb",57.8
31034,2015,"ingreso_if_lb",73.6
31035,2015,"ingreso_if_lb",78.3
31036,2015,"ingreso_if_lb",76.2
31037,2015,"ingreso_if_lb",87.3
31038,2015,"ingreso_if_lb",61.1
31039,2015,"ingreso_if_lb",65
31040,2015,"ingreso_if_lb",55.8
31041,2015,"ingreso_if_lb",51.8
31042,2015,"ingreso_if_lb",84
31043,2015,"ingreso_if_lb",81.6
31044,2015,"ingreso_if_lb",69.5
31045,2015,"ingreso_if_lb",47.3
31046,2015,"ingreso_if_lb",80.3
31047,2015,"ingreso_if_lb",78.8
31048,2015,"ingreso_if_lb",44.8
31049,2015,"ingreso_if_lb",92.9
31050,2015,"ingreso_if_lb",31.8
31051,2015,"ingreso_if_lb",35.8
31052,2015,"ingreso_if_lb",52.7
31053,2015,"ingreso_if_lb",64.4
31054,2015,"ingreso_if_lb",43.3
31055,2015,"ingreso_if_lb",76.8
31056,2015,"ingreso_if_lb",67.1
31057,2015,"ingreso_if_lb",75.3
31058,2015,"ingreso_if_lb",72.6
31059,2015,"ingreso_if_lb",45.5
31060,2015,"ingreso_if_lb",56.4
31061,2015,"ingreso_if_lb",28.4
31062,2015,"ingreso_if_lb",77.5
31063,2015,"ingreso_if_lb",53.7
31064,2015,"ingreso_if_lb",53.8
31065,2015,"ingreso_if_lb",25.3
31066,2015,"ingreso_if_lb",81.7
31067,2015,"ingreso_if_lb",77.8
31068,2015,"ingreso_if_lb",74.6
31069,2015,"ingreso_if_lb",84.3
31070,2015,"ingreso_if_lb",75.8
31071,2015,"ingreso_if_lb",49.2
31072,2015,"ingreso_if_lb",58.6
31073,2015,"ingreso_if_lb",94.2
31074,2015,"ingreso_if_lb",81.2
31075,2015,"ingreso_if_lb",81.8
31076,2015,"ingreso_if_lb",52.8
31077,2015,"ingreso_if_lb",91.8
31078,2015,"ingreso_if_lb",76.4
31079,2015,"ingreso_if_lb",58.7
31080,2015,"ingreso_if_lb",71.7
31081,2015,"ingreso_if_lb",92.9
31082,2015,"ingreso_if_lb",74.2
31083,2015,"ingreso_if_lb",38.5
31084,2015,"ingreso_if_lb",83.4
31085,2015,"ingreso_if_lb",74.1
31086,2015,"ingreso_if_lb",57.4
31087,2015,"ingreso_if_lb",67.1
31088,2015,"ingreso_if_lb",64.3
31089,2015,"ingreso_if_lb",60.8
31090,2015,"ingreso_if_lb",63.2
31091,2015,"ingreso_if_lb",66.9
31092,2015,"ingreso_if_lb",93.4
31093,2015,"ingreso_if_lb",43.8
31094,2015,"ingreso_if_lb",80.7
31095,2015,"ingreso_if_lb",52.5
31096,2015,"ingreso_if_lb",63.6
31097,2015,"ingreso_if_lb",83.4
31098,2015,"ingreso_if_lb",74.4
31099,2015,"ingreso_if_lb",90.5
31100,2015,"ingreso_if_lb",55.7
31101,2015,"ingreso_if_lb",46.4
31102,2015,"ingreso_if_lb",58.1
31103,2015,"ingreso_if_lb",80.6
31104,2015,"ingreso_if_lb",71.1
31105,2015,"ingreso_if_lb",65.4
31106,2015,"ingreso_if_lb",52.9
31001,2010,"ingreso_if_lbminimo",22.6
31002,2010,"ingreso_if_lbminimo",14.6
31003,2010,"ingreso_if_lbminimo",47.3
31004,2010,"ingreso_if_lbminimo",18.9
31005,2010,"ingreso_if_lbminimo",15.2
31006,2010,"ingreso_if_lbminimo",43.2
31007,2010,"ingreso_if_lbminimo",24
31008,2010,"ingreso_if_lbminimo",47.4
31009,2010,"ingreso_if_lbminimo",30.8
31010,2010,"ingreso_if_lbminimo",44.8
31011,2010,"ingreso_if_lbminimo",36.9
31012,2010,"ingreso_if_lbminimo",55.3
31013,2010,"ingreso_if_lbminimo",11.7
31014,2010,"ingreso_if_lbminimo",27.9
31015,2010,"ingreso_if_lbminimo",25.6
31016,2010,"ingreso_if_lbminimo",58.9
31017,2010,"ingreso_if_lbminimo",50.2
31018,2010,"ingreso_if_lbminimo",21.9
31019,2010,"ingreso_if_lbminimo",48.3
31020,2010,"ingreso_if_lbminimo",19.2
31021,2010,"ingreso_if_lbminimo",63.1
31022,2010,"ingreso_if_lbminimo",70.1
31023,2010,"ingreso_if_lbminimo",17.8
31024,2010,"ingreso_if_lbminimo",62.7
31025,2010,"ingreso_if_lbminimo",61
31026,2010,"ingreso_if_lbminimo",24.1
31027,2010,"ingreso_if_lbminimo",32.4
31028,2010,"ingreso_if_lbminimo",29
31029,2010,"ingreso_if_lbminimo",26.4
31030,2010,"ingreso_if_lbminimo",50.6
31031,2010,"ingreso_if_lbminimo",35.8
31032,2010,"ingreso_if_lbminimo",33.7
31033,2010,"ingreso_if_lbminimo",24
31034,2010,"ingreso_if_lbminimo",26.8
31035,2010,"ingreso_if_lbminimo",28.4
31036,2010,"ingreso_if_lbminimo",30.6
31037,2010,"ingreso_if_lbminimo",29.6
31038,2010,"ingreso_if_lbminimo",19.7
31039,2010,"ingreso_if_lbminimo",17.6
31040,2010,"ingreso_if_lbminimo",19.1
31041,2010,"ingreso_if_lbminimo",10.5
31042,2010,"ingreso_if_lbminimo",35.3
31043,2010,"ingreso_if_lbminimo",45.3
31044,2010,"ingreso_if_lbminimo",34.2
31045,2010,"ingreso_if_lbminimo",18.3
31046,2010,"ingreso_if_lbminimo",55
31047,2010,"ingreso_if_lbminimo",50.3
31048,2010,"ingreso_if_lbminimo",13.4
31049,2010,"ingreso_if_lbminimo",54.7
31050,2010,"ingreso_if_lbminimo",6.6
31051,2010,"ingreso_if_lbminimo",15
31052,2010,"ingreso_if_lbminimo",12.2
31053,2010,"ingreso_if_lbminimo",33.4
31054,2010,"ingreso_if_lbminimo",21.7
31055,2010,"ingreso_if_lbminimo",36.9
31056,2010,"ingreso_if_lbminimo",33.7
31057,2010,"ingreso_if_lbminimo",38.7
31058,2010,"ingreso_if_lbminimo",43.6
31059,2010,"ingreso_if_lbminimo",10.6
31060,2010,"ingreso_if_lbminimo",46.9
31061,2010,"ingreso_if_lbminimo",23
31062,2010,"ingreso_if_lbminimo",26.4
31063,2010,"ingreso_if_lbminimo",17.1
31064,2010,"ingreso_if_lbminimo",21.6
31065,2010,"ingreso_if_lbminimo",21.2
31066,2010,"ingreso_if_lbminimo",45.6
31067,2010,"ingreso_if_lbminimo",21.9
31068,2010,"ingreso_if_lbminimo",32.8
31069,2010,"ingreso_if_lbminimo",34.7
31070,2010,"ingreso_if_lbminimo",41.7
31071,2010,"ingreso_if_lbminimo",34
31072,2010,"ingreso_if_lbminimo",13.8
31073,2010,"ingreso_if_lbminimo",73.2
31074,2010,"ingreso_if_lbminimo",27.4
31075,2010,"ingreso_if_lbminimo",50
31076,2010,"ingreso_if_lbminimo",17.4
31077,2010,"ingreso_if_lbminimo",39.5
31078,2010,"ingreso_if_lbminimo",29.1
31079,2010,"ingreso_if_lbminimo",32.2
31080,2010,"ingreso_if_lbminimo",27.1
31081,2010,"ingreso_if_lbminimo",61.4
31082,2010,"ingreso_if_lbminimo",29.6
31083,2010,"ingreso_if_lbminimo",17.4
31084,2010,"ingreso_if_lbminimo",39.6
31085,2010,"ingreso_if_lbminimo",41.3
31086,2010,"ingreso_if_lbminimo",17.9
31087,2010,"ingreso_if_lbminimo",31.7
31088,2010,"ingreso_if_lbminimo",23.3
31089,2010,"ingreso_if_lbminimo",15.7
31090,2010,"ingreso_if_lbminimo",20.7
31091,2010,"ingreso_if_lbminimo",20
31092,2010,"ingreso_if_lbminimo",65.1
31093,2010,"ingreso_if_lbminimo",11.4
31094,2010,"ingreso_if_lbminimo",49.8
31095,2010,"ingreso_if_lbminimo",13.8
31096,2010,"ingreso_if_lbminimo",29
31097,2010,"ingreso_if_lbminimo",50.5
31098,2010,"ingreso_if_lbminimo",46.3
31099,2010,"ingreso_if_lbminimo",58
31100,2010,"ingreso_if_lbminimo",17.5
31101,2010,"ingreso_if_lbminimo",12.2
31102,2010,"ingreso_if_lbminimo",23.8
31103,2010,"ingreso_if_lbminimo",30.6
31104,2010,"ingreso_if_lbminimo",30.3
31105,2010,"ingreso_if_lbminimo",21.2
31106,2010,"ingreso_if_lbminimo",16.8
31001,2015,"ingreso_if_lbminimo",15.2
31002,2015,"ingreso_if_lbminimo",10.1
31003,2015,"ingreso_if_lbminimo",27.5
31004,2015,"ingreso_if_lbminimo",19
31005,2015,"ingreso_if_lbminimo",7.3
31006,2015,"ingreso_if_lbminimo",37
31007,2015,"ingreso_if_lbminimo",25.7
31008,2015,"ingreso_if_lbminimo",59.3
31009,2015,"ingreso_if_lbminimo",24.9
31010,2015,"ingreso_if_lbminimo",26.1
31011,2015,"ingreso_if_lbminimo",37.8
31012,2015,"ingreso_if_lbminimo",46.3
31013,2015,"ingreso_if_lbminimo",5.2
31014,2015,"ingreso_if_lbminimo",23.8
31015,2015,"ingreso_if_lbminimo",31.9
31016,2015,"ingreso_if_lbminimo",60.7
31017,2015,"ingreso_if_lbminimo",55.2
31018,2015,"ingreso_if_lbminimo",24
31019,2015,"ingreso_if_lbminimo",38
31020,2015,"ingreso_if_lbminimo",24.2
31021,2015,"ingreso_if_lbminimo",63
31022,2015,"ingreso_if_lbminimo",66.2
31023,2015,"ingreso_if_lbminimo",20.1
31024,2015,"ingreso_if_lbminimo",49.7
31025,2015,"ingreso_if_lbminimo",50.9
31026,2015,"ingreso_if_lbminimo",20.7
31027,2015,"ingreso_if_lbminimo",22.8
31028,2015,"ingreso_if_lbminimo",17.3
31029,2015,"ingreso_if_lbminimo",38.2
31030,2015,"ingreso_if_lbminimo",54.2
31031,2015,"ingreso_if_lbminimo",23.8
31032,2015,"ingreso_if_lbminimo",36.7
31033,2015,"ingreso_if_lbminimo",16.6
31034,2015,"ingreso_if_lbminimo",29.9
31035,2015,"ingreso_if_lbminimo",38.1
31036,2015,"ingreso_if_lbminimo",33.6
31037,2015,"ingreso_if_lbminimo",48.8
31038,2015,"ingreso_if_lbminimo",17
31039,2015,"ingreso_if_lbminimo",24.5
31040,2015,"ingreso_if_lbminimo",14.8
31041,2015,"ingreso_if_lbminimo",10.2
31042,2015,"ingreso_if_lbminimo",48.1
31043,2015,"ingreso_if_lbminimo",42.2
31044,2015,"ingreso_if_lbminimo",26.2
31045,2015,"ingreso_if_lbminimo",13.4
31046,2015,"ingreso_if_lbminimo",42.8
31047,2015,"ingreso_if_lbminimo",40.8
31048,2015,"ingreso_if_lbminimo",8.5
31049,2015,"ingreso_if_lbminimo",63
31050,2015,"ingreso_if_lbminimo",5
31051,2015,"ingreso_if_lbminimo",9.2
31052,2015,"ingreso_if_lbminimo",12.5
31053,2015,"ingreso_if_lbminimo",21.6
31054,2015,"ingreso_if_lbminimo",13.4
31055,2015,"ingreso_if_lbminimo",40.4
31056,2015,"ingreso_if_lbminimo",28.5
31057,2015,"ingreso_if_lbminimo",35.4
31058,2015,"ingreso_if_lbminimo",34
31059,2015,"ingreso_if_lbminimo",8.8
31060,2015,"ingreso_if_lbminimo",20.4
31061,2015,"ingreso_if_lbminimo",7.4
31062,2015,"ingreso_if_lbminimo",39
31063,2015,"ingreso_if_lbminimo",15.7
31064,2015,"ingreso_if_lbminimo",17.1
31065,2015,"ingreso_if_lbminimo",5.2
31066,2015,"ingreso_if_lbminimo",43.2
31067,2015,"ingreso_if_lbminimo",35.7
31068,2015,"ingreso_if_lbminimo",38
31069,2015,"ingreso_if_lbminimo",47.1
31070,2015,"ingreso_if_lbminimo",39.2
31071,2015,"ingreso_if_lbminimo",15.9
31072,2015,"ingreso_if_lbminimo",21.8
31073,2015,"ingreso_if_lbminimo",70.2
31074,2015,"ingreso_if_lbminimo",39.6
31075,2015,"ingreso_if_lbminimo",42.2
31076,2015,"ingreso_if_lbminimo",10.6
31077,2015,"ingreso_if_lbminimo",65.2
31078,2015,"ingreso_if_lbminimo",36.3
31079,2015,"ingreso_if_lbminimo",19
31080,2015,"ingreso_if_lbminimo",22.9
31081,2015,"ingreso_if_lbminimo",67.1
31082,2015,"ingreso_if_lbminimo",35.7
31083,2015,"ingreso_if_lbminimo",10.8
31084,2015,"ingreso_if_lbminimo",45.1
31085,2015,"ingreso_if_lbminimo",30.1
31086,2015,"ingreso_if_lbminimo",21
31087,2015,"ingreso_if_lbminimo",26.7
31088,2015,"ingreso_if_lbminimo",25.7
31089,2015,"ingreso_if_lbminimo",17.8
31090,2015,"ingreso_if_lbminimo",25
31091,2015,"ingreso_if_lbminimo",23.6
31092,2015,"ingreso_if_lbminimo",65.7
31093,2015,"ingreso_if_lbminimo",8.7
31094,2015,"ingreso_if_lbminimo",45.4
31095,2015,"ingreso_if_lbminimo",15.9
31096,2015,"ingreso_if_lbminimo",20.7
31097,2015,"ingreso_if_lbminimo",49.7
31098,2015,"ingreso_if_lbminimo",34.3
31099,2015,"ingreso_if_lbminimo",56.9
31100,2015,"ingreso_if_lbminimo",19.3
31101,2015,"ingreso_if_lbminimo",7.8
31102,2015,"ingreso_if_lbminimo",17.5
31103,2015,"ingreso_if_lbminimo",37.6
31104,2015,"ingreso_if_lbminimo",28.3
31105,2015,"ingreso_if_lbminimo",22.9
31106,2015,"ingreso_if_lbminimo",18.1
31001,2010,"gini",0.4
31002,2010,"gini",0.38
31003,2010,"gini",0.41
31004,2010,"gini",0.35
31005,2010,"gini",0.39
31006,2010,"gini",0.38
31007,2010,"gini",0.33
31008,2010,"gini",0.37
31009,2010,"gini",0.37
31010,2010,"gini",0.39
31011,2010,"gini",0.35
31012,2010,"gini",0.39
31013,2010,"gini",0.34
31014,2010,"gini",0.39
31015,2010,"gini",0.32
31016,2010,"gini",0.35
31017,2010,"gini",0.39
31018,2010,"gini",0.41
31019,2010,"gini",0.39
31020,2010,"gini",0.35
31021,2010,"gini",0.43
31022,2010,"gini",0.39
31023,2010,"gini",0.33
31024,2010,"gini",0.37
31025,2010,"gini",0.39
31026,2010,"gini",0.36
31027,2010,"gini",0.42
31028,2010,"gini",0.47
31029,2010,"gini",0.36
31030,2010,"gini",0.38
31031,2010,"gini",0.38
31032,2010,"gini",0.42
31033,2010,"gini",0.39
31034,2010,"gini",0.34
31035,2010,"gini",0.37
31036,2010,"gini",0.32
31037,2010,"gini",0.31
31038,2010,"gini",0.38
31039,2010,"gini",0.34
31040,2010,"gini",0.39
31041,2010,"gini",0.37
31042,2010,"gini",0.35
31043,2010,"gini",0.38
31044,2010,"gini",0.31
31045,2010,"gini",0.38
31046,2010,"gini",0.4
31047,2010,"gini",0.37
31048,2010,"gini",0.36
31049,2010,"gini",0.34
31050,2010,"gini",0.41
31051,2010,"gini",0.43
31052,2010,"gini",0.39
31053,2010,"gini",0.4
31054,2010,"gini",0.38
31055,2010,"gini",0.33
31056,2010,"gini",0.42
31057,2010,"gini",0.38
31058,2010,"gini",0.46
31059,2010,"gini",0.38
31060,2010,"gini",0.38
31061,2010,"gini",0.43
31062,2010,"gini",0.35
31063,2010,"gini",0.34
31064,2010,"gini",0.38
31065,2010,"gini",0.47
31066,2010,"gini",0.35
31067,2010,"gini",0.31
31068,2010,"gini",0.38
31069,2010,"gini",0.35
31070,2010,"gini",0.41
31071,2010,"gini",0.42
31072,2010,"gini",0.41
31073,2010,"gini",0.39
31074,2010,"gini",0.32
31075,2010,"gini",0.55
31076,2010,"gini",0.35
31077,2010,"gini",0.34
31078,2010,"gini",0.35
31079,2010,"gini",0.46
31080,2010,"gini",0.4
31081,2010,"gini",0.37
31082,2010,"gini",0.39
31083,2010,"gini",0.43
31084,2010,"gini",0.36
31085,2010,"gini",0.42
31086,2010,"gini",0.38
31087,2010,"gini",0.33
31088,2010,"gini",0.39
31089,2010,"gini",0.4
31090,2010,"gini",0.33
31091,2010,"gini",0.38
31092,2010,"gini",0.39
31093,2010,"gini",0.39
31094,2010,"gini",0.41
31095,2010,"gini",0.36
31096,2010,"gini",0.45
31097,2010,"gini",0.39
31098,2010,"gini",0.41
31099,2010,"gini",0.36
31100,2010,"gini",0.35
31101,2010,"gini",0.37
31102,2010,"gini",0.47
31103,2010,"gini",0.32
31104,2010,"gini",0.37
31105,2010,"gini",0.33
31106,2010,"gini",0.43
31001,2015,"gini",0.32
31002,2015,"gini",0.35
31003,2015,"gini",0.47
31004,2015,"gini",0.34
31005,2015,"gini",0.35
31006,2015,"gini",0.38
31007,2015,"gini",0.38
31008,2015,"gini",0.38
31009,2015,"gini",0.38
31010,2015,"gini",0.31
31011,2015,"gini",0.38
31012,2015,"gini",0.37
31013,2015,"gini",0.38
31014,2015,"gini",0.35
31015,2015,"gini",0.33
31016,2015,"gini",0.38
31017,2015,"gini",0.34
31018,2015,"gini",0.33
31019,2015,"gini",0.38
31020,2015,"gini",0.35
31021,2015,"gini",0.4
31022,2015,"gini",0.39
31023,2015,"gini",0.49
31024,2015,"gini",0.38
31025,2015,"gini",0.42
31026,2015,"gini",0.35
31027,2015,"gini",0.44
31028,2015,"gini",0.4
31029,2015,"gini",0.44
31030,2015,"gini",0.39
31031,2015,"gini",0.32
31032,2015,"gini",0.41
31033,2015,"gini",0.36
31034,2015,"gini",0.34
31035,2015,"gini",0.38
31036,2015,"gini",0.34
31037,2015,"gini",0.35
31038,2015,"gini",0.38
31039,2015,"gini",0.48
31040,2015,"gini",0.38
31041,2015,"gini",0.36
31042,2015,"gini",0.35
31043,2015,"gini",0.32
31044,2015,"gini",0.33
31045,2015,"gini",0.32
31046,2015,"gini",0.54
31047,2015,"gini",0.38
31048,2015,"gini",0.33
31049,2015,"gini",0.37
31050,2015,"gini",0.4
31051,2015,"gini",0.34
31052,2015,"gini",0.38
31053,2015,"gini",0.38
31054,2015,"gini",0.36
31055,2015,"gini",0.36
31056,2015,"gini",0.44
31057,2015,"gini",0.37
31058,2015,"gini",0.43
31059,2015,"gini",0.38
31060,2015,"gini",0.35
31061,2015,"gini",0.37
31062,2015,"gini",0.36
31063,2015,"gini",0.33
31064,2015,"gini",0.32
31065,2015,"gini",0.36
31066,2015,"gini",0.38
31067,2015,"gini",0.34
31068,2015,"gini",0.38
31069,2015,"gini",0.37
31070,2015,"gini",0.62
31071,2015,"gini",0.34
31072,2015,"gini",0.33
31073,2015,"gini",0.4
31074,2015,"gini",0.35
31075,2015,"gini",0.42
31076,2015,"gini",0.33
31077,2015,"gini",0.48
31078,2015,"gini",0.36
31079,2015,"gini",0.44
31080,2015,"gini",0.37
31081,2015,"gini",0.39
31082,2015,"gini",0.51
31083,2015,"gini",0.37
31084,2015,"gini",0.37
31085,2015,"gini",0.38
31086,2015,"gini",0.34
31087,2015,"gini",0.34
31088,2015,"gini",0.35
31089,2015,"gini",0.41
31090,2015,"gini",0.32
31091,2015,"gini",0.39
31092,2015,"gini",0.37
31093,2015,"gini",0.37
31094,2015,"gini",0.36
31095,2015,"gini",0.35
31096,2015,"gini",0.42
31097,2015,"gini",0.41
31098,2015,"gini",0.4
31099,2015,"gini",0.36
31100,2015,"gini",0.35
31101,2015,"gini",0.36
31102,2015,"gini",0.43
31103,2015,"gini",0.35
31104,2015,"gini",0.37
31105,2015,"gini",0.38
31106,2015,"gini",0.37
